"paper_id","title","year","venue","url","doi","authors","old_current_tier","old_r1_tier","old_r1_decision","old_exclusion","match_families","rescreen_priority","rescreen_reason","abstract"
"doi-b8a9c81e59","Modeling of Shared Space with Multi-modal Traffic using a Multi-layer Social Force Approach","2015","Transportation research procedia","https://doi.org/10.1016/j.trpro.2015.09.081","10.1016/j.trpro.2015.09.081","Federica Pascucci; Nils Rinke; Chris Schiermeyer; Bernhard Friedrich; Volker Berkhahn","foundational","foundational","keep","","online_community_network;urban_mobility_crowd_built","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","In the field of traffic road design, the shared space approach aims to develop roads from mere traffic infrastructures to public spaces, compelling higher interaction between road users. In this paper we develop the fundamentals for a micro-simulation tool based on the Social Force Model, to represent the motion of road users in such layouts. Working with the observed behavior of users in a pedestrian-friendly intersection in the city of Braunschweig (D), a multi-layer structured model is developed, in which each layer is designated to handle different situations, from free-flow movements to user interactions in crowded situations. Visibility graphs and clothoid estimations are used for designing trajectories of road users for the free flow movement. Furthermore, an enhancement of the classical Social Force Model is provided in order to model long-range collision avoidance behavior. Finally, the enhanced simulation framework is validated by two observed scenarios, which include various conflicts between pedestrians and cars."
"url-7c64792b15","Movement in workplace environments – configurational or programmed?","2007","http://eprints.ucl.ac.uk/3497/1/3497.pdf","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.578.2529","","Kerstin Sailer","foundational","foundational","keep","","online_community_network;urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Abstract In countless case studies space syntax research has found that the configuration of a spatial system offers a powerful explanation to movement flows. However, this relationship is restricted for complex buildings where movement cannot be assumed as random since there may also be a programme that requires specific actions and interactions. A distinction has to be made here according to the nature of the organisation occupying a building: a strong programme building where the interaction and co-presence of people is highly controlled may not allow movement flows to follow configuration. In contrast, a weak programme building with an all-play-all interface might be expected to experience more randomised movement patterns increasing the significance of configuration as determining factor. Though being useful, these assumptions lack the power to fully explain real life movement flows in workplace environments for two reasons: firstly, most workplace environments follow neither purely strong nor simply weak programmes, they lie in-between the two poles and comprise aspects of both systems. Secondly, configuration considered as the crucial cause of movement in an office may even be"
"doi-d37b3d4261","Obstacles in pedestrian simulations","2003","Repository for Publications and Research Data (ETH Zurich)","http://hdl.handle.net/20.500.11850/147987","10.3929/ethz-a-004696801","Pascal Stucki","foundational","foundational","keep","","online_community_network;urban_mobility_crowd_built","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","This report presents two new models to simulate the behavior of pedestrians.The first model uses a potential field model approach invented by Hoogendoorn and Bovy, but calculates the field using a wave algorithm instead of partial differential equations.The second model uses significant points in the environment to generate first a visibility graph and then a minimal spanning tree using the algorithm from Dijkstra.The walking direction and speed of the pedestrians depends on three forces similar to the social force model by Helbing.The first force leads the agent toward its destination by using either the potential field or the calculated spanning tree.A second force regulates the interactions between agents, so ensuring that agents do not walk into other pedestrians and try to keep a certain distance from each other.The third force guarantees that agents do not walk into walls and that they try to keep a certain distance from walls.The behavior of pedestrians simulated with the two models is quite similar, the main difference lies in the models' performance.The spanning tree approach is slower than the potential field model when simple simulations are used, as it spends most time on the creation of the visibility graph.The advantages of the spanning tree model are found when more sophisticated simulations with different destinations are run, as all spanning trees can be based on the same visibility graph, where else a new potential field needs to be calculated for each destination.The correctness of the models is proved by comparing the average pedestrian speed in a corridor with increased pedestrian density and fraction to empirical results collected by Weidmann.The models are kept rather simple to ensure fast and efficient simulations.Some large simulations of Zurich main station (700 x 200m) are used to show the useability of both models for simulations of large pedestrian infrastructures.It further presents some new aspects for pedestrian simulations: a walkability graph adapting the agents' speed on special terrain (stairs, escalators), simulations in buildings with several floors, multiple destinations (allowing to use activities like ""walk to the next exit"") and rated destinations (allowing activities like ""buy a new ticket, accept 10m of extra walking if it can be bought at a ticket desk rather than an automata"")."
"doi-0f7638feee","PLUGH: A Benchmark for Spatial Understanding and Reasoning in Large Language Models","2024","arXiv (Cornell University)","http://arxiv.org/abs/2408.04648","10.48550/arxiv.2408.04648","Alexey Tikhonov","adjacent","adjacent","keep","","online_community_network;urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","We present PLUGH (https://www.urbandictionary.com/define.php?term=plugh), a modern benchmark that currently consists of 5 tasks, each with 125 input texts extracted from 48 different games and representing 61 different (non-isomorphic) spatial graphs to assess the abilities of Large Language Models (LLMs) for spatial understanding and reasoning. Our evaluation of API-based and open-sourced LLMs shows that while some commercial LLMs exhibit strong reasoning abilities, open-sourced competitors can demonstrate almost the same level of quality; however, all models still have significant room for improvement. We identify typical reasons for LLM failures and discuss possible ways to deal with them. Datasets and evaluation code are released (https://github.com/altsoph/PLUGH)."
"url-7222ae4a9f","Precise Locations in Space: An Alternative Approach to Space Syntax Analysis using Intersection Points","2013","NOVA (University of Newcastle Australia)","http://hdl.handle.net/1959.13/1316492","","Michael J. Dawes; Michael J. Ostwald","foundational","foundational","keep","","online_community_network;urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Space syntax is a mathematically derived theory that provides a means of understanding the spatial configuration of a building from the perspective of the social interactions between inhabitants. The three conventional approaches to space syntax research are convex space, axial line and visibility graph analyses. These three procedures convert urban and architectural plans into, respectively, a series of defined spaces, lines of sight or visual locations. Once this has occurred it is possible to mathematically analyse the relationships between these elements. Unfortunately, these three methods for abstracting space do not allow for the analysis of precise locations in a plan without a computationally intense process, and many architectural theories seek to measure and debate such locations. However, there is an alternate, rarely discussed development of the axial line approach, which allows for the identification and efficient analysis of discrete locations within a spatial configuration. This approach, intersection point analysis, inverts the axial line map to create an intersection graph that can then be analysed using standard space syntax measures. This paper provides a worked example, using a series of hypothetical building plans, of the process of inverting an axial map to create an intersection graph and its subsequent mathematical analysis. The paper also discusses the potential applications of this approach in situations where alternative procedures would be either less informative or too computationally intensive."
"doi-4bcaefa8e2","Reasoning about the Unseen for Efficient Outdoor Object Navigation","2023","arXiv (Cornell University)","http://arxiv.org/abs/2309.10103","10.48550/arxiv.2309.10103","Quanting Xie; Tianyi Zhang; Kedi Xu; Matthew Johnson‐Roberson; Yonatan Bisk","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Robots should exist anywhere humans do: indoors, outdoors, and even unmapped environments. In contrast, the focus of recent advancements in Object Goal Navigation(OGN) has targeted navigating in indoor environments by leveraging spatial and semantic cues that do not generalize outdoors. While these contributions provide valuable insights into indoor scenarios, the broader spectrum of real-world robotic applications often extends to outdoor settings. As we transition to the vast and complex terrains of outdoor environments, new challenges emerge. Unlike the structured layouts found indoors, outdoor environments lack clear spatial delineations and are riddled with inherent semantic ambiguities. Despite this, humans navigate with ease because we can reason about the unseen. We introduce a new task OUTDOOR, a new mechanism for Large Language Models (LLMs) to accurately hallucinate possible futures, and a new computationally aware success metric for pushing research forward in this more complex domain. Additionally, we show impressive results on both a simulated drone and physical quadruped in outdoor environments. Our agent has no premapping and our formalism outperforms naive LLM-based approaches"
"url-228c328750","Reframing Spatial Reasoning Evaluation in Language Models: A Real-World Simulation Benchmark for Qualitative Reasoning","2024","IJCAI 2024","https://www.ijcai.org/proceedings/2024/701","","Fangjun Li","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Spatial reasoning plays a vital role in both human cognition and machine intelligence, prompting new research into language models’ (LMs) capabilities in this regard. However, existing benchmarks reveal shortcomings in evaluating qualitative spatial reasoning (QSR). These benchmarks typically present oversimplified scenarios or unclear natural language descriptions, hindering effective evaluation. We present a novel benchmark for assessing QSR in LMs, which is grounded in realistic 3D simulation data, offering a series of diverse room layouts with various objects and their spatial relationships. This approach provides a more detailed and context-rich narrative for spatial reasoning evaluation, diverging from traditional, toy-taskoriented scenarios. Our benchmark encompasses a broad spectrum of qualitative spatial relationships, including topological, directional, and distance relations. These are presented with different viewing points, varied granularities, and density of relation constraints to mimic real-world complexities. A key contribution is our logic-based consistencychecking tool, which enables the assessment of multiple plausible solutions, aligning with realworld scenarios where spatial relationships are often open to interpretation. Our benchmark evaluation of advanced LMs reveals their strengths and limitations in spatial reasoning. They face difficulties with multi-hop spatial reasoning and interpreting a mix of different view descriptions, pointing to areas for future improvement."
"doi-7c1831514b","Reinforcing Spatial Reasoning in Vision-Language Models with Interwoven Thinking and Visual Drawing","2025","ArXiv.org","http://arxiv.org/abs/2506.09965","10.48550/arxiv.2506.09965","Junfei Wu; Jian Guan; Kaituo Feng; Qiang Liu; Shu Wu; Liang Wang; Wei Wu; Tieniu Tan","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","As textual reasoning with large language models (LLMs) has advanced significantly, there has been growing interest in enhancing the multimodal reasoning capabilities of large vision-language models (LVLMs). However, existing methods primarily approach multimodal reasoning in a straightforward, text-centric manner, where both reasoning and answer derivation are conducted purely through text, with the only difference being the presence of multimodal input. As a result, these methods often encounter fundamental limitations in spatial reasoning tasks that demand precise geometric understanding and continuous spatial tracking-capabilities that humans achieve through mental visualization and manipulation. To address the limitations, we propose drawing to reason in space, a novel paradigm that enables LVLMs to reason through elementary drawing operations in the visual space. By equipping models with basic drawing operations, including annotating bounding boxes and drawing auxiliary lines, we empower them to express and analyze spatial relationships through direct visual manipulation, meanwhile avoiding the performance ceiling imposed by specialized perception tools in previous tool-integrated reasoning approaches. To cultivate this capability, we develop a three-stage training framework: cold-start training with synthetic data to establish basic drawing abilities, reflective rejection sampling to enhance self-reflection behaviors, and reinforcement learning to directly optimize for target rewards. Extensive experiments demonstrate that our model, named VILASR, consistently outperforms existing methods across diverse spatial reasoning benchmarks, involving maze navigation, static spatial reasoning, video-based reasoning, and multi-view-based reasoning tasks, with an average improvement of 18.4%."
"doi-412cdfe387","Residents’ Spatial-Usage Behavior and Interaction According to the Spatial Configuration of a Social Housing Complex: A Comparison between High-Rise Apartments and Perimeter Block Housing","2022","Sustainability","https://doi.org/10.3390/su14031138","10.3390/su14031138","Joo Young Kim; Young Ook Kim","foundational","foundational","keep","","urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","It has been claimed that high-rise apartments, unlike perimeter block housing, cause social pathology; however, no studies have quantitatively proven this. Therefore, this study aimed to analyze the difference between space-use behavior and social interactions with a focus on high-rise apartments, the main residential mode in South Korea, and the newly created perimeter block housing. This was done by first comparing and analyzing the spatial configurations of high-rise apartments and perimeter block housing using the space syntax methodology. Second, the space-use behaviors that affect interaction were explained by regression analysis after analyzing correlations among the spatial configurations of individual residence locations, the frequency of use of community facilities, and interaction. Third, differences in interaction for people living in complexes with different spatial configurations were analyzed using t-tests. The main finding was that people whose living arrangements include a good spatial configuration or that often use children’s playgrounds interact more. Additionally, when the spatial configuration of a complex is systematic and the complex is closely connected to the city, the interaction between neighbors appears better. The results of this study demonstrate that block housing promotes interaction, which will be helpful for establishing new planning standards for sustainable apartments."
"url-45f998d899","SARAH: Spatially Aware Real-time Agentic Humans","2026","arXiv","https://arxiv.org/abs/2602.18432","","Evonne Ng","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","As embodied agents become central to VR, telepresence, and digital human applications, their motion must go beyond speech-aligned gestures: agents should turn toward users, respond to their movement, and maintain natural gaze. Current methods lack this spatial awareness. We close this gap with the first real-time, fully causal method for spatially-aware conversational motion, deployable on a streaming VR headset. Given a user’s position and dyadic audio, our approach produces full-body motion that aligns gestures with speech while orienting the agent according to the user. Our architecture combines a causal transformer-based VAE with interleaved latent tokens for streaming inference and a flow matching model conditioned on user trajectory and audio. To support varying gaze preferences, we introduce a gaze scoring mechanism with classifierfree guidance to decouple learning from control: the model captures natural spatial alignment from data, while users can adjust eye contact intensity at inference time. On the Embody 3D dataset, our method achieves state-of-the-art motion quality at over 300 FPS—3 × faster than non-causal baselines—while capturing the subtle spatial dynamics of natural conversation. We validate our approach on a live VR system, bringing spatially-aware conversational agents to real-time deployment. See our project page for details."
"doi-fa9db076c3","Simulation to forecast crime patterns: Comparing space syntax and agent-based models in exploring pedestrian movement and visibility","2025","Environment and Planning B Urban Analytics and City Science","https://doi.org/10.1177/23998083251324065","10.1177/23998083251324065","Federico Mara; Diego Altafini; Valerio Cutini; Nick Malleson","foundational","foundational","keep","","urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Space Syntax comprises a set of techniques that emphasize both material and immaterial characteristics of urban space. However, its inherent lack of a time component and land-use variables limits its effectiveness in investigating crime dynamics at the micro-urban scale. On the other hand, ABMs are simulations of interacting agents capable of perceiving their environment, influencing each other, and making autonomous decisions without central control, whose behaviour depends on time and environmental components. Nonetheless, ABMs face challenges in terms of the required amount of input data and model transparency, as well as regards the matter of validation. Despite being based on different modelling approaches – embodying the top–down versus bottom–up contraposition – both Space Syntax and ABMs can qualitatively and quantitatively analyse crucial components for crime analysis, such as flows, copresence, and visibility, deemed key aspects underlying the crime opportunity concept. This paper establishes a bridge between Space Syntax and ABM through the study of crime in urban settings, scrutinising the fundamental metrics that can significantly contribute to the identification of high-risk locations – specifically, pedestrian flow and visibility. It presents two new models, respectively, using Space Syntax methods and ABM, applied to two separate case studies in the historic city centre of Pisa, Italy. It has three objectives: first, to compare the diverse outcomes the distinct approaches provide in terms of people flow and visibility estimation in the built environment; second, to discuss their potential in forecasting risky areas; and, lastly, to propose an integration between Space Syntax metrics for movement within ABMs as parameters to guide agents’ movement. In essence, this study proposes a methodology oriented towards creating a model capable of simulating the relations between people’s behaviour, urban configuration, environmental conditions, and crime distribution, thereby representing a useful decision-support tool for crime prevention purposes and for broadly exploring and modelling pedestrian behaviour."
"url-d2459fb406","Space is the Machine: A Configurational Theory of Architecture","1996","Space Syntax","https://spaceisthemachine.com/","","Bill Hillier","foundational","foundational","keep","","l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.",""
"doi-37450c2526","Space Syntax","2007","Blackwell Publishing Ltd eBooks","https://doi.org/10.1002/9780470996836.ch17","10.1002/9780470996836.ch17","Bill Hillier; Kali Tzortzi","foundational","foundational","keep","","l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","This chapter contains sections titled: The Basic Ideas of Space Syntax Showing How Layout Shapes Movement and Co-presence Studying Museums and Galleries with Space Syntax Design Choices Space and Knowledge Comparing Design Alternatives Space and Visiting Culture Spatial Genotypes Space and the Viewer Space and Cognitive Function Space as a Symbolic System Interaction between Architectural and Curatorial Strategy The Museum/Gallery as a Spatial Type Conclusion"
"url-90e9e0fa40","Space syntax and spatial cognition: or why the axial line?","2001","UCL Discovery (University College London)","https://discovery.ucl.ac.uk/id/eprint/3419/","","Alan Penn","foundational","foundational","keep","","online_community_network;urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Space syntax research has found that spatial configuration alone, represented and measured ina specific manner, explains a substantial proportion of the variance between aggregate humanmovement rates in different locations in both urban and building interior space. Althoughit seems possible to explain ""how"" people move on the basis of these analyses, thequestion of ""why"" they move this way has always seemed problematic since the analysiscontains no explicit representations of either motivations or individual cognition. One possibleexplanation for the predictive power of the method is that the way people understandtheir environment and decide on movement behaviours is somehow implicitly embedded inspace syntax analysis. This paper explores the contribution made by space syntax theories andresearch to our understanding of environmental cognition, and addresses the question ofwhy the axial representation is so empirically successful. On the basis of a review of some ofthe relevant findings of space syntax research, it proposes that ""cognitive space"", defined asthat space which supports our understanding of configurations more extensive than ourcurrent visual field, is not a metric space, but topological or pre-topological in nature. Ahypothetical process for deriving a non-metric space from the metric visibility graph involvingexploratory movement is developed. The resulting space is shown to closely resemble theaxial graph. Recent research using simulation agents with vision confirms that axial movementpatterns follow from a simple random movement rule combined with a forward facingvisual field. It is argued that the social effects of spatial configuration in structuring communicationand transaction between individuals is based on co-presence in space, and that copresenceis determined by the local visual field and the way that configuration brings movementroutes through that field, are thus largely exosomatic in nature."
"url-eb08f4e51d","Space Syntax Based Agent Simulation","2002","http://eprints.ucl.ac.uk/2027/1/penn.pdf","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.117.1206","","Alan Penn; A. Turner","foundational","foundational","keep","","online_community_network;urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Space syntax derives from a set of analytic measures of configuration \nthat have been shown to correlate well with how people move through \nand use buildings and urban environments. Space syntax represents the \nopen space of an environment in terms of the intervisibility of points in \nspace. The measures are thus purely configurational, and take no \naccount of attractors, nor do they make any assumptions about origins \nand destinations or path planning. Space syntax has found that, despite \nmany proposed higher-level cognitive models, there appears to be a \nfundamental process that informs human and social usage of an \nenvironment. In this paper we describe an exosomatic visual \narchitecture, based on space syntax visibility graphs, giving many \nagents simultaneous access to the same pre-processed information about \nthe configuration of a space layout. Results of experiments in a \nsimulated retail environment show that a surprisingly simple ‘random \nnext step’ based rule outperforms a more complex ‘destination based’ \nrule in reproducing observed human movement behaviour. We conclude \nthat the effects of spatial configuration on movement patterns that space \nsyntax studies have found are consistent with a model of individual \ndecision behaviour based on the spatial affordances offered by the \nmorphology of the local visual field."
"doi-14f2ae9c81","Space, behavior, and environmental perception in open-plan offices: A prospective study","2008","Environment and Planning B Planning and Design","https://doi.org/10.1068/b33034","10.1068/b33034","Mahbub Rashid; Jean Wineman; Craig Zimring","foundational","foundational","keep","","l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Abstract. This prospective research study was conducted at a government office which moved from an open-plan office with somewhat enclosed workspaces to another open-plan office with open workspaces. The study at the old office was conducted almost one year before the move, and the study at the new office was conducted more than one year after the move. The purpose of this study was threefold: (1) to measure and evaluate changes in patterns of accessibility and visibility due to changes in office layout, (2) to understand the effects of layout changes on observed behaviors, and (3) to determine the effects of layout changes on environmental perception. The study included the analysis of visibility and accessibility of each layout using space syntax techniques, field observations of behaviors, and questionnaire surveys of employees’ perceptions of privacy, job satisfaction, and commitment to the organization. During field observations, movement, visible copresence (ie the number of people visible from a space), and face-to-face interaction were observed along a predefined route in each office. Thirty-five people responded to the questionnaire survey at the old office. Out of the thirty five, only twenty nine were available for survey at the new office. On the basis of the questionnaire survey data, three multi-item scales were constructed in order to measure perceived privacy, job satisfaction, and commitment to organization. Results indicate better visibility and accessibility, increased face-to-face interaction, and improved perceived privacy at the new office. Results also show consistent effects of space on movement, and significant positive correlations between perceived privacy, job satisfaction, and commitment to the organization at these locations, despite significant design differences. Implications of the research results and limitations of the research design are discussed."
"doi-e234f3150a","SpaRE: Enhancing Spatial Reasoning in Vision-Language Models with Synthetic Data","2025","Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)","https://doi.org/10.18653/v1/2025.acl-long.387","10.18653/v1/2025.acl-long.387","Michael Ogezi; Freda Shi","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Vision-language models (VLMs) work well in tasks ranging from image captioning to visual question answering (VQA), yet they struggle with spatial reasoning, a key skill for understanding our physical world that humans excel at.We find that spatial relations are generally rare in widely used VL datasets, with only a few being well represented while most form a long tail of underrepresented relations.This gap leaves VLMs ill-equipped to handle diverse spatial relationships.To bridge it, we construct a synthetic VQA dataset focused on spatial reasoning generated from hyperdetailed image descriptions in Localized Narratives, DOCCI, and PixMo-Cap.Our dataset consists of 455k samples containing 3.4 million QA pairs.Trained on this dataset, our Spatial-Reasoning Enhanced (SpaRE) VLMs show strong improvements on spatial reasoning benchmarks, achieving up to a 49% performance gain on the What's Up benchmark, while maintaining strong results on general tasks.Our work narrows the gap between human and VLM spatial reasoning and makes VLMs more capable in real-world tasks such as robotics and navigation.We plan to share our code and dataset in due course."
"url-cce20000ae","Spatial cognition : brain bases and development","1988","Medical Entomology and Zoology","http://ci.nii.ac.jp/ncid/BA03971123","","Joan Stiles-Davis; Mark Kritchevsky; Ursula Bellugi","foundational","excluded","exclude","","urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Contents: Preface. Foreword. Part I: Spatial Cognition in Adults: Introduction. L. Morrow, G. Ratcliff, The Neuropsychology of Spatial Cognition. M.J. Farah, The Neuropsychology of Mental Imagery. R.A. Andersen, The Neurobiological Basis of Spatial Cognition: Role of the Parietal Lobe. R.N. Shepard, The Role of Transformations in Spatial Cognition. M. Kritchevsky, The Elementary Spatial Functions of the Brain. Part II: The Development of Spatial Cognition: Introduction. H.L. Pick, Jr., Perceptual Aspects of Spatial Cognitive Development. L. Acredolo, Infant Mobility and Spatial Development. L.S. Liben, Conceptual Issues in the Development of Spatial Cognition. J.R. Johnston, Children's Verbal Representation of Spatial Location. A. Nicolopoulou, Interrelation of Logical and Spatial Knowledge in Preschoolers. D. Wolf, Drawing the Boundary: The Development of Distinct Systems for Spatial Representation in Young Children. Part III: Effects of Different Early Experiences: Introduction. J. Stiles-Davis, Spatial Dysfunctions in Young Children With Right Cerebral Hemisphere Injury. U. Bellugi, H. Sabo, J. Vaid, Spatial Deficits in Children With Williams Syndrome. L.A. Petitto, U. Bellugi, Spatial Cognition and Brain Organization: Clues From the Acquisition of a Language in Space. H.J. Neville, Cerebral Organization for Spatial Attention. B. Landau, The Construction and Use of Spatial Knowledge in Blind and Sighted Children. S.F. Witelson, J.A. Swallow, Neuropsychological Study of the Development of Spatial Cognition. Part IV: Discussions: Introduction. S. Zola-Morgan, M. Kritchevsky, Spatial Cognition in Adults. J.M. Mandler, The Development of Spatial Cognition: On Topological and Euclidean Representation. D. Lillo-Martin, P. Tallal, Effects of Different Early Experiences."
"doi-77a51ea356","SpatialPIN: Enhancing Spatial Reasoning Capabilities of Vision-Language Models through Prompting and Interacting 3D Priors","2024","arXiv (Cornell University)","http://arxiv.org/abs/2403.13438","10.48550/arxiv.2403.13438","Chenyang Ma; Kai Lü; Ta-Ying Cheng; Niki Trigoni; Andrew Markham","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Current state-of-the-art spatial reasoning-enhanced VLMs are trained to excel at spatial visual question answering (VQA). However, we believe that higher-level 3D-aware tasks, such as articulating dynamic scene changes and motion planning, require a fundamental and explicit 3D understanding beyond current spatial VQA datasets. In this work, we present SpatialPIN, a framework designed to enhance the spatial reasoning capabilities of VLMs through prompting and interacting with priors from multiple 3D foundation models in a zero-shot, training-free manner. Extensive experiments demonstrate that our spatial reasoning-imbued VLM performs well on various forms of spatial VQA and can extend to help in various downstream robotics tasks such as pick and stack and trajectory planning."
"doi-a91d7ab113","SpatialRGPT: Grounded Spatial Reasoning in Vision Language Models","2024","arXiv (Cornell University)","http://arxiv.org/abs/2406.01584","10.48550/arxiv.2406.01584","An-Chieh Cheng; Hongxu Yin; Yang Fu; Qiushan Guo; Ruihan Yang; Jan Kautz; Xiaolong Wang; Sifei Liu","adjacent","adjacent","keep","","online_community_network;urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Vision Language Models (VLMs) have demonstrated remarkable performance in 2D vision and language tasks. However, their ability to reason about spatial arrangements remains limited. In this work, we introduce Spatial Region GPT (SpatialRGPT) to enhance VLMs' spatial perception and reasoning capabilities. SpatialRGPT advances VLMs' spatial understanding through two key innovations: (1) a data curation pipeline that enables effective learning of regional representation from 3D scene graphs, and (2) a flexible plugin module for integrating depth information into the visual encoder of existing VLMs. During inference, when provided with user-specified region proposals, SpatialRGPT can accurately perceive their relative directions and distances. Additionally, we propose SpatialRGBT-Bench, a benchmark with ground-truth 3D annotations encompassing indoor, outdoor, and simulated environments, for evaluating 3D spatial cognition in VLMs. Our results demonstrate that SpatialRGPT significantly enhances performance in spatial reasoning tasks, both with and without local region prompts. The model also exhibits strong generalization capabilities, effectively reasoning about complex spatial relations and functioning as a region-aware dense reward annotator for robotic tasks. Code, dataset, and benchmark are released at https://www.anjiecheng.me/SpatialRGPT"
"doi-10ec151ad7","SpatialVLM: Endowing Vision-Language Models with Spatial Reasoning Capabilities","2024","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","https://doi.org/10.1109/cvpr52733.2024.01370","10.1109/cvpr52733.2024.01370","Boyuan Chen; Zhuo Xu; Sean Kirmani; Brian Ichter; Dorsa Sadigh; Leonidas Guibas; Fei Xia","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Understanding and reasoning about spatial relationships is a fundamental capability for Visual Question Answering (VQA) and robotics. While Vision Language Models (VLM) have demonstrated remarkable performance in certain VQA benchmarks, they still lack capabilities in 3D spatial reasoning, such as recognizing quantitative relationships of physical objects like distances or size difference. We hypothesize that VLMs' limited spatial reasoning capability is due to the lack of 3D spatial knowledge in training data and aim to solve this problem by training VLMs with Internet-scale spatial reasoning data. To this end, we present a system to facilitate this approach. We first develop an automatic 3D spatial VQA data generation framework that scales up to 2 billion VQA examples on 10 million real-world images. We then investigate various factors in training recipe including data quality, training pipeline and VLM architecture. Our workfeatures the first Internet-scale 3D spatial reasoning dataset in metric space. By training a VLM on such data, we significantly enhance its ability on both qual-itative and quantitative spatial VQA. Finally, we demonstrate that this VLM unlocks novel downstream applications in chain-of thought spatial reasoning and robotics due to its quantitative estimation capability. Website: https://spatial-vlm.github.iol"
"doi-9a05147c15","The Application of Space Syntax to Enhance Sociability in Public Urban Spaces: A Systematic Review","2024","ISPRS International Journal of Geo-Information","https://doi.org/10.3390/ijgi13070227","10.3390/ijgi13070227","Reza Askarizad; Patxi Daudén; Chiara Garau","foundational","foundational","keep","","online_community_network;urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Public urban spaces are vital settings for fostering social interaction among people. However, understanding how spatial layouts can promote positive social behaviors remains a critical and debated challenge for urban designers and planners aiming to create socially sustainable environments. Space syntax, a well-established theory and research method, explores the influence of spatial configurations on social aspects. Despite its significant contributions, there is a lack of comprehensive systematic reviews evaluating its effectiveness in enhancing social interaction within urban public spaces. This study aims to identify the existing scientific gaps in the domain of space syntax studies, with a primary focus on sociability in public urban spaces. Following the PRISMA framework, a thorough literature search was conducted in the Scopus database, yielding 1107 relevant articles. After applying screening and eligibility criteria, 26 articles were selected for in-depth review. This review adopted a novel approach to synthesizing and analyzing the findings for identifying underexplored scientific gaps. The findings suggested a wide variety of research gaps to address, encompassing evidence, knowledge, practical, methodological, empirical, theoretical, and target populations to provide a thorough overview of the current state of knowledge in this field. In conclusion, by exploring the interplay between space syntax and design elements such as the urban infrastructure, landscaping, and microclimate in these areas, future research can bridge this gap, particularly when considering a cross-cultural lens. This study underscores the importance of space syntax in promoting social interaction in urban public spaces, offering a robust foundation for future research and practical applications to create more socially engaging environments."
