label,repeat,method,positive_count,train_positive,train_negative,contaminated_positive,eval_positive,eval_negative,roc_auc,average_precision,eval_positive_mean_score
Round Arch Window,38,PN,9,5,22,2,2,10,0.8500000000000001,0.5,0.4533674120903015
Round Arch Window,38,Ignore,9,5,20,2,2,10,0.8,0.41666666666666663,0.4602726697921753
Round Arch Window,38,Oracle,9,7,20,2,2,10,0.8,0.6666666666666666,0.47411996126174927
Round Arch Window,39,PN,9,5,22,2,2,10,0.30000000000000004,0.1736111111111111,0.4756643772125244
Round Arch Window,39,Ignore,9,5,20,2,2,10,0.30000000000000004,0.1736111111111111,0.48009997606277466
Round Arch Window,39,Oracle,9,7,20,2,2,10,0.55,0.2777777777777778,0.49588140845298767
Round Arch Window,40,PN,9,5,22,2,2,10,0.75,0.6428571428571428,0.5115268230438232
Round Arch Window,40,Ignore,9,5,20,2,2,10,0.75,0.6428571428571428,0.508510172367096
Round Arch Window,40,Oracle,9,7,20,2,2,10,0.6,0.26785714285714285,0.5011155009269714
Round Arch Window,41,PN,9,5,22,2,2,10,0.75,0.6428571428571428,0.5165277719497681
Round Arch Window,41,Ignore,9,5,20,2,2,10,0.7,0.625,0.5196629762649536
Round Arch Window,41,Oracle,9,7,20,2,2,10,0.75,0.6428571428571428,0.5233882665634155
Round Arch Window,42,PN,9,5,22,2,2,10,0.45,0.3333333333333333,0.47368985414505005
Round Arch Window,42,Ignore,9,5,20,2,2,10,0.45,0.3333333333333333,0.48014336824417114
Round Arch Window,42,Oracle,9,7,20,2,2,10,0.5,0.5833333333333334,0.5008556246757507
Round Arch Window,43,PN,9,5,22,2,2,10,0.7,0.39285714285714285,0.4792480766773224
Round Arch Window,43,Ignore,9,5,20,2,2,10,0.7,0.39285714285714285,0.4840061068534851
Round Arch Window,43,Oracle,9,7,20,2,2,10,0.75,0.41666666666666663,0.498282253742218
Round Arch Window,44,PN,9,5,22,2,2,10,0.8500000000000001,0.5,0.4977148771286011
Round Arch Window,44,Ignore,9,5,20,2,2,10,0.9,0.5833333333333333,0.5014626383781433
Round Arch Window,44,Oracle,9,7,20,2,2,10,0.9,0.5833333333333333,0.5013009309768677
Round Arch Window,45,PN,9,5,22,2,2,10,0.6000000000000001,0.3611111111111111,0.48847687244415283
Round Arch Window,45,Ignore,9,5,20,2,2,10,0.65,0.375,0.4922265410423279
Round Arch Window,45,Oracle,9,7,20,2,2,10,0.75,0.6428571428571428,0.5071909427642822
Round Arch Window,46,PN,9,5,22,2,2,10,0.65,0.375,0.47884753346443176
Round Arch Window,46,Ignore,9,5,20,2,2,10,0.55,0.25,0.4787510335445404
Round Arch Window,46,Oracle,9,7,20,2,2,10,0.45,0.20833333333333331,0.47151339054107666
Round Arch Window,47,PN,9,5,22,2,2,10,0.65,0.29166666666666663,0.46404024958610535
Round Arch Window,47,Ignore,9,5,20,2,2,10,0.65,0.29166666666666663,0.4625628590583801
Round Arch Window,47,Oracle,9,7,20,2,2,10,0.5,0.22619047619047616,0.45353803038597107
Round Arch Window,48,PN,9,5,22,2,2,10,0.85,0.7,0.4981054365634918
Round Arch Window,48,Ignore,9,5,20,2,2,10,0.85,0.7,0.4990706443786621
Round Arch Window,48,Oracle,9,7,20,2,2,10,0.7,0.39285714285714285,0.4942348301410675
Round Arch Window,49,PN,9,5,22,2,2,10,0.6000000000000001,0.3611111111111111,0.4990435838699341
Round Arch Window,49,Ignore,9,5,20,2,2,10,0.65,0.375,0.5035302042961121
Round Arch Window,49,Oracle,9,7,20,2,2,10,0.8,0.41666666666666663,0.5096686482429504
Round Arch Window,50,PN,9,5,22,2,2,10,0.35000000000000003,0.18253968253968253,0.4714241623878479
Round Arch Window,50,Ignore,9,5,20,2,2,10,0.5,0.22619047619047616,0.472636342048645
Round Arch Window,50,Oracle,9,7,20,2,2,10,0.6,0.26666666666666666,0.4777423143386841
Round Arch Window,51,PN,9,5,22,2,2,10,0.7,0.3333333333333333,0.47249922156333923
Round Arch Window,51,Ignore,9,5,20,2,2,10,0.75,0.3666666666666667,0.47870948910713196
Round Arch Window,51,Oracle,9,7,20,2,2,10,0.7999999999999999,0.45,0.4971041679382324
Round Arch Window,52,PN,9,5,22,2,2,10,0.75,0.3666666666666667,0.47983962297439575
Round Arch Window,52,Ignore,9,5,20,2,2,10,0.8,0.41666666666666663,0.4871518611907959
Round Arch Window,52,Oracle,9,7,20,2,2,10,0.8,0.6666666666666666,0.502910852432251
Round Arch Window,53,PN,9,5,22,2,2,10,0.8500000000000001,0.5,0.48108550906181335
Round Arch Window,53,Ignore,9,5,20,2,2,10,0.9,0.5833333333333333,0.4872235059738159
Round Arch Window,53,Oracle,9,7,20,2,2,10,0.9,0.5833333333333333,0.5028991103172302
Round Arch Window,54,PN,9,5,22,2,2,10,0.7999999999999999,0.45,0.4833095371723175
Round Arch Window,54,Ignore,9,5,20,2,2,10,0.8500000000000001,0.5,0.48971644043922424
Round Arch Window,54,Oracle,9,7,20,2,2,10,1.0,1.0,0.5166168212890625
Round Arch Window,55,PN,9,5,22,2,2,10,0.6,0.26785714285714285,0.4629918038845062
Round Arch Window,55,Ignore,9,5,20,2,2,10,0.6,0.26785714285714285,0.46671196818351746
Round Arch Window,55,Oracle,9,7,20,2,2,10,0.5,0.2361111111111111,0.4698992669582367
Round Arch Window,56,PN,9,5,22,2,2,10,0.5,0.34090909090909094,0.4920216202735901
Round Arch Window,56,Ignore,9,5,20,2,2,10,0.5,0.26666666666666666,0.49290499091148376
Round Arch Window,56,Oracle,9,7,20,2,2,10,0.44999999999999996,0.225,0.4837559461593628
Round Arch Window,57,PN,9,5,22,2,2,10,0.5,0.225,0.4538484811782837
Round Arch Window,57,Ignore,9,5,20,2,2,10,0.45,0.2111111111111111,0.4523572325706482
Round Arch Window,57,Oracle,9,7,20,2,2,10,0.35,0.19090909090909092,0.4385420083999634
Round Arch Window,58,PN,9,5,22,2,2,10,0.9,0.75,0.4951655864715576
Round Arch Window,58,Ignore,9,5,20,2,2,10,0.9,0.75,0.49657440185546875
Round Arch Window,58,Oracle,9,7,20,2,2,10,0.9,0.75,0.49728861451148987
Round Arch Window,59,PN,9,5,22,2,2,10,0.75,0.41666666666666663,0.4472994804382324
Round Arch Window,59,Ignore,9,5,20,2,2,10,0.7999999999999999,0.45,0.460143506526947
Round Arch Window,59,Oracle,9,7,20,2,2,10,0.9,0.75,0.5016744136810303
Round Arch Window,60,PN,9,5,22,2,2,10,0.55,0.5909090909090909,0.4845435619354248
Round Arch Window,60,Ignore,9,5,20,2,2,10,0.6,0.6,0.48552659153938293
Round Arch Window,60,Oracle,9,7,20,2,2,10,0.55,0.35,0.487586110830307
Round Arch Window,61,PN,9,5,22,2,2,10,0.3,0.17142857142857143,0.4699622392654419
Round Arch Window,61,Ignore,9,5,20,2,2,10,0.35000000000000003,0.18253968253968253,0.4731474220752716
Round Arch Window,61,Oracle,9,7,20,2,2,10,0.45,0.20833333333333331,0.47236788272857666
Round Arch Window,62,PN,9,5,22,2,2,10,0.19999999999999996,0.15555555555555556,0.4550761580467224
Round Arch Window,62,Ignore,9,5,20,2,2,10,0.19999999999999996,0.15555555555555556,0.46116214990615845
Round Arch Window,62,Oracle,9,7,20,2,2,10,0.19999999999999996,0.15555555555555556,0.47022342681884766
Round Arch Window,63,PN,9,5,22,2,2,10,0.5,0.26666666666666666,0.4639115333557129
Round Arch Window,63,Ignore,9,5,20,2,2,10,0.55,0.2777777777777778,0.4689488112926483
Round Arch Window,63,Oracle,9,7,20,2,2,10,0.55,0.35,0.4807254672050476
Round Arch Window,64,PN,9,5,22,2,2,10,0.75,0.6428571428571428,0.47348636388778687
Round Arch Window,64,Ignore,9,5,20,2,2,10,0.9,0.75,0.47859519720077515
Round Arch Window,64,Oracle,9,7,20,2,2,10,0.75,0.6428571428571428,0.5025846362113953
Round Arch Window,65,PN,9,5,22,2,2,10,0.8,0.6666666666666666,0.49500250816345215
Round Arch Window,65,Ignore,9,5,20,2,2,10,0.8,0.6666666666666666,0.5004521608352661
Round Arch Window,65,Oracle,9,7,20,2,2,10,0.85,0.7,0.5133289098739624
Round Arch Window,66,PN,9,5,22,2,2,10,0.7999999999999999,0.45,0.4858015775680542
Round Arch Window,66,Ignore,9,5,20,2,2,10,0.7999999999999999,0.45,0.48760417103767395
Round Arch Window,66,Oracle,9,7,20,2,2,10,0.6,0.26785714285714285,0.48356685042381287
Round Arch Window,67,PN,9,5,22,2,2,10,0.5,0.22619047619047616,0.4739183783531189
Round Arch Window,67,Ignore,9,5,20,2,2,10,0.55,0.24285714285714285,0.4802268147468567
Round Arch Window,67,Oracle,9,7,20,2,2,10,0.7,0.325,0.489082008600235
Round Arch Window,68,PN,9,5,22,2,2,10,0.75,0.6428571428571428,0.49925094842910767
Round Arch Window,68,Ignore,9,5,20,2,2,10,0.7,0.625,0.4988898038864136
Round Arch Window,68,Oracle,9,7,20,2,2,10,0.45,0.2111111111111111,0.4942437410354614
Round Arch Window,69,PN,9,5,22,2,2,10,0.65,0.6111111111111112,0.492457777261734
Round Arch Window,69,Ignore,9,5,20,2,2,10,0.65,0.6111111111111112,0.4943620562553406
Round Arch Window,69,Oracle,9,7,20,2,2,10,0.75,0.6428571428571428,0.4998707175254822
Round Arch Window,70,PN,9,5,22,2,2,10,0.8,0.6666666666666666,0.5090649127960205
Round Arch Window,70,Ignore,9,5,20,2,2,10,0.8,0.6666666666666666,0.5091528296470642
Round Arch Window,70,Oracle,9,7,20,2,2,10,0.7,0.625,0.508941113948822
Round Arch Window,71,PN,9,5,22,2,2,10,0.7,0.39285714285714285,0.492123007774353
Round Arch Window,71,Ignore,9,5,20,2,2,10,0.65,0.30952380952380953,0.49672260880470276
Round Arch Window,71,Oracle,9,7,20,2,2,10,0.65,0.30952380952380953,0.5084595680236816
Round Arch Window,72,PN,9,5,22,2,2,10,0.55,0.2777777777777778,0.4586222171783447
Round Arch Window,72,Ignore,9,5,20,2,2,10,0.6,0.29166666666666663,0.470008909702301
Round Arch Window,72,Oracle,9,7,20,2,2,10,0.7,0.325,0.4967474937438965
Round Arch Window,73,PN,9,5,22,2,2,10,1.0,1.0,0.5101044178009033
Round Arch Window,73,Ignore,9,5,20,2,2,10,0.9500000000000001,0.8333333333333333,0.5057465434074402
Round Arch Window,73,Oracle,9,7,20,2,2,10,0.85,0.7,0.4966409206390381
Round Arch Window,74,PN,9,5,22,2,2,10,0.85,0.7,0.4933130741119385
Round Arch Window,74,Ignore,9,5,20,2,2,10,0.8500000000000001,0.5,0.4936502277851105
Round Arch Window,74,Oracle,9,7,20,2,2,10,0.7,0.39285714285714285,0.49249401688575745
Round Arch Window,75,PN,9,5,22,2,2,10,0.9,0.5833333333333333,0.49545449018478394
Round Arch Window,75,Ignore,9,5,20,2,2,10,0.8,0.41666666666666663,0.4981650114059448
Round Arch Window,75,Oracle,9,7,20,2,2,10,0.7999999999999999,0.45,0.505400538444519
Round Arch Window,76,PN,9,5,22,2,2,10,0.65,0.6111111111111112,0.49491173028945923
Round Arch Window,76,Ignore,9,5,20,2,2,10,0.7,0.625,0.49820736050605774
Round Arch Window,76,Oracle,9,7,20,2,2,10,0.85,0.7,0.5046831369400024
Round Arch Window,77,PN,9,5,22,2,2,10,0.6,0.6,0.4713181257247925
Round Arch Window,77,Ignore,9,5,20,2,2,10,0.65,0.6111111111111112,0.47660988569259644
Round Arch Window,77,Oracle,9,7,20,2,2,10,0.85,0.7,0.49539488554000854
Round Arch Window,78,PN,9,5,22,2,2,10,0.8,0.6666666666666666,0.48191705346107483
Round Arch Window,78,Ignore,9,5,20,2,2,10,0.8,0.6666666666666666,0.48910248279571533
Round Arch Window,78,Oracle,9,7,20,2,2,10,0.9500000000000001,0.8333333333333333,0.5105518102645874
Round Arch Window,79,PN,9,5,22,2,2,10,0.8,0.41666666666666663,0.47201788425445557
Round Arch Window,79,Ignore,9,5,20,2,2,10,0.75,0.3666666666666667,0.47226494550704956
Round Arch Window,79,Oracle,9,7,20,2,2,10,0.6,0.29166666666666663,0.46162641048431396
Round Arch Window,80,PN,9,5,22,2,2,10,1.0,1.0,0.530707836151123
Round Arch Window,80,Ignore,9,5,20,2,2,10,1.0,1.0,0.5325779318809509
Round Arch Window,80,Oracle,9,7,20,2,2,10,1.0,1.0,0.5345351696014404
Round Arch Window,81,PN,9,5,22,2,2,10,0.5,0.225,0.4693331718444824
Round Arch Window,81,Ignore,9,5,20,2,2,10,0.55,0.24285714285714285,0.47444242238998413
Round Arch Window,81,Oracle,9,7,20,2,2,10,0.7,0.325,0.4918936789035797
Round Arch Window,82,PN,9,5,22,2,2,10,0.65,0.6111111111111112,0.5011821389198303
Round Arch Window,82,Ignore,9,5,20,2,2,10,0.65,0.6111111111111112,0.5027536153793335
Round Arch Window,82,Oracle,9,7,20,2,2,10,0.8,0.6666666666666666,0.5067189931869507
Round Arch Window,83,PN,9,5,22,2,2,10,0.6,0.26785714285714285,0.47608479857444763
Round Arch Window,83,Ignore,9,5,20,2,2,10,0.6,0.29166666666666663,0.480437695980072
Round Arch Window,83,Oracle,9,7,20,2,2,10,0.65,0.6111111111111112,0.4957634210586548
Round Arch Window,84,PN,9,5,22,2,2,10,0.7,0.3333333333333333,0.4915653467178345
Round Arch Window,84,Ignore,9,5,20,2,2,10,0.9,0.5833333333333333,0.49912944436073303
Round Arch Window,84,Oracle,9,7,20,2,2,10,1.0,1.0,0.5199439525604248
Round Arch Window,85,PN,9,5,22,2,2,10,0.45,0.20833333333333331,0.4951431155204773
Round Arch Window,85,Ignore,9,5,20,2,2,10,0.4,0.19444444444444442,0.4996371865272522
Round Arch Window,85,Oracle,9,7,20,2,2,10,0.6000000000000001,0.3611111111111111,0.5082007050514221
Round Arch Window,86,PN,9,5,22,2,2,10,0.44999999999999996,0.225,0.47449925541877747
Round Arch Window,86,Ignore,9,5,20,2,2,10,0.6000000000000001,0.3611111111111111,0.481886088848114
Round Arch Window,86,Oracle,9,7,20,2,2,10,0.8,0.6666666666666666,0.5028367042541504
Round Arch Window,87,PN,9,5,22,2,2,10,0.65,0.6111111111111112,0.4863393306732178
Round Arch Window,87,Ignore,9,5,20,2,2,10,0.65,0.6111111111111112,0.4911544919013977
Round Arch Window,87,Oracle,9,7,20,2,2,10,0.75,0.6428571428571428,0.4993230700492859
Round Arch Window,88,PN,9,5,22,2,2,10,0.8,0.6666666666666666,0.5136226415634155
Round Arch Window,88,Ignore,9,5,20,2,2,10,0.75,0.6428571428571428,0.5112491846084595
Round Arch Window,88,Oracle,9,7,20,2,2,10,0.6000000000000001,0.3611111111111111,0.5067110061645508
Round Arch Window,89,PN,9,5,22,2,2,10,1.0,1.0,0.5148448348045349
Round Arch Window,89,Ignore,9,5,20,2,2,10,1.0,1.0,0.5160242319107056
Round Arch Window,89,Oracle,9,7,20,2,2,10,1.0,1.0,0.515891969203949
Round Arch Window,90,PN,9,5,22,2,2,10,0.7,0.39285714285714285,0.4928765296936035
Round Arch Window,90,Ignore,9,5,20,2,2,10,0.75,0.41666666666666663,0.49571871757507324
Round Arch Window,90,Oracle,9,7,20,2,2,10,0.8,0.6666666666666666,0.5071950554847717
Round Arch Window,91,PN,9,5,22,2,2,10,0.55,0.5909090909090909,0.48775166273117065
Round Arch Window,91,Ignore,9,5,20,2,2,10,0.55,0.5909090909090909,0.49042123556137085
Round Arch Window,91,Oracle,9,7,20,2,2,10,0.85,0.7,0.5043590664863586
Round Arch Window,92,PN,9,5,22,2,2,10,0.55,0.24285714285714285,0.43160778284072876
Round Arch Window,92,Ignore,9,5,20,2,2,10,0.55,0.24285714285714285,0.43931645154953003
Round Arch Window,92,Oracle,9,7,20,2,2,10,0.6,0.26666666666666666,0.46760186553001404
Round Arch Window,93,PN,9,5,22,2,2,10,0.85,0.7,0.4971122145652771
Round Arch Window,93,Ignore,9,5,20,2,2,10,0.85,0.7,0.5045849084854126
Round Arch Window,93,Oracle,9,7,20,2,2,10,0.85,0.7,0.5180693864822388
Round Arch Window,94,PN,9,5,22,2,2,10,0.7999999999999999,0.45,0.46497321128845215
Round Arch Window,94,Ignore,9,5,20,2,2,10,0.55,0.25,0.4640253186225891
Round Arch Window,94,Oracle,9,7,20,2,2,10,0.30000000000000004,0.1736111111111111,0.4560626745223999
Round Arch Window,95,PN,9,5,22,2,2,10,0.8500000000000001,0.5,0.5158625841140747
Round Arch Window,95,Ignore,9,5,20,2,2,10,0.8500000000000001,0.5,0.5160007476806641
Round Arch Window,95,Oracle,9,7,20,2,2,10,0.6,0.26666666666666666,0.5100914239883423
Round Arch Window,96,PN,9,5,22,2,2,10,0.7,0.625,0.4958554804325104
Round Arch Window,96,Ignore,9,5,20,2,2,10,0.7,0.625,0.49685338139533997
Round Arch Window,96,Oracle,9,7,20,2,2,10,0.65,0.375,0.49403566122055054
Round Arch Window,97,PN,9,5,22,2,2,10,0.6,0.6,0.48264268040657043
Round Arch Window,97,Ignore,9,5,20,2,2,10,0.6,0.6,0.48766499757766724
Round Arch Window,97,Oracle,9,7,20,2,2,10,0.8,0.6666666666666666,0.5060359835624695
Round Arch Window,98,PN,9,5,22,2,2,10,0.45,0.2111111111111111,0.45579466223716736
Round Arch Window,98,Ignore,9,5,20,2,2,10,0.5,0.225,0.4600609540939331
Round Arch Window,98,Oracle,9,7,20,2,2,10,0.45,0.20833333333333331,0.47387629747390747
Round Arch Window,99,PN,9,5,22,2,2,10,0.14999999999999997,0.14646464646464646,0.436349481344223
Round Arch Window,99,Ignore,9,5,20,2,2,10,0.2,0.1534090909090909,0.44603580236434937
Round Arch Window,99,Oracle,9,7,20,2,2,10,0.3,0.17424242424242425,0.4737457036972046
Tracery,0,PN,8,4,18,2,2,10,1.0,1.0,0.4934765696525574
Tracery,0,Ignore,8,4,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5014140009880066
Tracery,0,Oracle,8,6,16,2,2,10,0.9,0.75,0.5177686214447021
Tracery,1,PN,8,4,18,2,2,10,0.9,0.5833333333333333,0.5054749250411987
Tracery,1,Ignore,8,4,16,2,2,10,0.9,0.5833333333333333,0.5098822116851807
Tracery,1,Oracle,8,6,16,2,2,10,0.9,0.5833333333333333,0.5167732834815979
Tracery,2,PN,8,4,18,2,2,10,0.9,0.5833333333333333,0.5111621022224426
Tracery,2,Ignore,8,4,16,2,2,10,0.9,0.5833333333333333,0.5221904516220093
Tracery,2,Oracle,8,6,16,2,2,10,0.9,0.5833333333333333,0.5411540269851685
Tracery,3,PN,8,4,18,2,2,10,1.0,1.0,0.4991561472415924
Tracery,3,Ignore,8,4,16,2,2,10,1.0,1.0,0.5093442797660828
Tracery,3,Oracle,8,6,16,2,2,10,1.0,1.0,0.5250771045684814
Tracery,4,PN,8,4,18,2,2,10,0.75,0.6428571428571428,0.48130500316619873
Tracery,4,Ignore,8,4,16,2,2,10,0.75,0.6428571428571428,0.4854356646537781
Tracery,4,Oracle,8,6,16,2,2,10,0.8,0.6666666666666666,0.48960232734680176
Tracery,5,PN,8,4,18,2,2,10,1.0,1.0,0.5445180535316467
Tracery,5,Ignore,8,4,16,2,2,10,1.0,1.0,0.5504807233810425
Tracery,5,Oracle,8,6,16,2,2,10,1.0,1.0,0.5621621608734131
Tracery,6,PN,8,4,18,2,2,10,0.9500000000000001,0.8333333333333333,0.510023295879364
Tracery,6,Ignore,8,4,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5164949893951416
Tracery,6,Oracle,8,6,16,2,2,10,1.0,1.0,0.5258237719535828
Tracery,7,PN,8,4,18,2,2,10,1.0,1.0,0.5224852561950684
Tracery,7,Ignore,8,4,16,2,2,10,1.0,1.0,0.5200525522232056
Tracery,7,Oracle,8,6,16,2,2,10,1.0,1.0,0.5128049850463867
Tracery,8,PN,8,4,18,2,2,10,1.0,1.0,0.5596868991851807
Tracery,8,Ignore,8,4,16,2,2,10,1.0,1.0,0.5551247596740723
Tracery,8,Oracle,8,6,16,2,2,10,1.0,1.0,0.5387212038040161
Tracery,9,PN,8,4,18,2,2,10,0.75,0.3666666666666667,0.4941723346710205
Tracery,9,Ignore,8,4,16,2,2,10,0.9,0.75,0.5004909038543701
Tracery,9,Oracle,8,6,16,2,2,10,0.9,0.75,0.5104804635047913
Tracery,10,PN,8,4,18,2,2,10,0.9,0.75,0.495929479598999
Tracery,10,Ignore,8,4,16,2,2,10,0.9,0.75,0.4995116591453552
Tracery,10,Oracle,8,6,16,2,2,10,0.7,0.625,0.4966689646244049
Tracery,11,PN,8,4,18,2,2,10,0.9500000000000001,0.8333333333333333,0.5098258852958679
Tracery,11,Ignore,8,4,16,2,2,10,1.0,1.0,0.5192446708679199
Tracery,11,Oracle,8,6,16,2,2,10,1.0,1.0,0.5388932824134827
Tracery,12,PN,8,4,18,2,2,10,0.5,0.2361111111111111,0.42119601368904114
Tracery,12,Ignore,8,4,16,2,2,10,0.44999999999999996,0.225,0.42548584938049316
Tracery,12,Oracle,8,6,16,2,2,10,0.35,0.19090909090909092,0.4155431389808655
Tracery,13,PN,8,4,18,2,2,10,0.55,0.2777777777777778,0.4783179759979248
Tracery,13,Ignore,8,4,16,2,2,10,0.5,0.26666666666666666,0.47912418842315674
Tracery,13,Oracle,8,6,16,2,2,10,0.5,0.26666666666666666,0.4732203483581543
Tracery,14,PN,8,4,18,2,2,10,1.0,1.0,0.5081861019134521
Tracery,14,Ignore,8,4,16,2,2,10,1.0,1.0,0.5146764516830444
Tracery,14,Oracle,8,6,16,2,2,10,1.0,1.0,0.5221370458602905
Tracery,15,PN,8,4,18,2,2,10,0.6,0.29166666666666663,0.48582732677459717
Tracery,15,Ignore,8,4,16,2,2,10,0.7,0.3333333333333333,0.4975818693637848
Tracery,15,Oracle,8,6,16,2,2,10,1.0,1.0,0.5265011787414551
Tracery,16,PN,8,4,18,2,2,10,0.55,0.35,0.4690621495246887
Tracery,16,Ignore,8,4,16,2,2,10,0.45,0.3333333333333333,0.47685182094573975
Tracery,16,Oracle,8,6,16,2,2,10,0.5,0.34090909090909094,0.48761898279190063
Tracery,17,PN,8,4,18,2,2,10,0.5,0.34090909090909094,0.4598885774612427
Tracery,17,Ignore,8,4,16,2,2,10,0.45,0.3333333333333333,0.4615265130996704
Tracery,17,Oracle,8,6,16,2,2,10,0.4,0.25,0.4562119245529175
Tracery,18,PN,8,4,18,2,2,10,0.7999999999999999,0.45,0.5063538551330566
Tracery,18,Ignore,8,4,16,2,2,10,0.75,0.41666666666666663,0.5112787485122681
Tracery,18,Oracle,8,6,16,2,2,10,0.7,0.39285714285714285,0.510284423828125
Tracery,19,PN,8,4,18,2,2,10,0.8500000000000001,0.5,0.517616331577301
Tracery,19,Ignore,8,4,16,2,2,10,0.9,0.75,0.5255237817764282
Tracery,19,Oracle,8,6,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5401592254638672
Tracery,20,PN,8,4,18,2,2,10,0.9500000000000001,0.8333333333333333,0.5088298320770264
Tracery,20,Ignore,8,4,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5175914764404297
Tracery,20,Oracle,8,6,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5297716856002808
Tracery,21,PN,8,4,18,2,2,10,0.5,0.5833333333333334,0.48060905933380127
Tracery,21,Ignore,8,4,16,2,2,10,0.5,0.5833333333333334,0.4885120987892151
Tracery,21,Oracle,8,6,16,2,2,10,0.75,0.6428571428571428,0.5072351694107056
Tracery,22,PN,8,4,18,2,2,10,0.7,0.625,0.5046647787094116
Tracery,22,Ignore,8,4,16,2,2,10,0.7,0.625,0.5101061463356018
Tracery,22,Oracle,8,6,16,2,2,10,0.75,0.6428571428571428,0.5178880095481873
Tracery,23,PN,8,4,18,2,2,10,1.0,1.0,0.5061109662055969
Tracery,23,Ignore,8,4,16,2,2,10,0.9500000000000001,0.8333333333333333,0.507355809211731
Tracery,23,Oracle,8,6,16,2,2,10,0.8,0.6666666666666666,0.5019181966781616
Tracery,24,PN,8,4,18,2,2,10,0.65,0.6111111111111112,0.5055299997329712
Tracery,24,Ignore,8,4,16,2,2,10,0.65,0.6111111111111112,0.5076160430908203
Tracery,24,Oracle,8,6,16,2,2,10,0.65,0.6111111111111112,0.5181621313095093
Tracery,25,PN,8,4,18,2,2,10,0.9,0.5833333333333333,0.560218334197998
Tracery,25,Ignore,8,4,16,2,2,10,0.9,0.5833333333333333,0.5598419904708862
Tracery,25,Oracle,8,6,16,2,2,10,0.9,0.5833333333333333,0.5544828176498413
Tracery,26,PN,8,4,18,2,2,10,0.9,0.75,0.4947395324707031
Tracery,26,Ignore,8,4,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5040596127510071
Tracery,26,Oracle,8,6,16,2,2,10,1.0,1.0,0.5199307203292847
Tracery,27,PN,8,4,18,2,2,10,0.9,0.75,0.5147453546524048
Tracery,27,Ignore,8,4,16,2,2,10,0.9,0.75,0.5195749402046204
Tracery,27,Oracle,8,6,16,2,2,10,0.85,0.7,0.524113118648529
Tracery,28,PN,8,4,18,2,2,10,0.75,0.3666666666666667,0.4861050248146057
Tracery,28,Ignore,8,4,16,2,2,10,0.8500000000000001,0.5,0.494456946849823
Tracery,28,Oracle,8,6,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5112848281860352
Tracery,29,PN,8,4,18,2,2,10,0.9500000000000001,0.8333333333333333,0.5597310066223145
Tracery,29,Ignore,8,4,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5532153844833374
Tracery,29,Oracle,8,6,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5430731773376465
Tracery,30,PN,8,4,18,2,2,10,0.6,0.6,0.4554908275604248
Tracery,30,Ignore,8,4,16,2,2,10,0.6,0.6,0.4635935127735138
Tracery,30,Oracle,8,6,16,2,2,10,0.55,0.5909090909090909,0.47991567850112915
Tracery,31,PN,8,4,18,2,2,10,0.9,0.5833333333333333,0.5141510963439941
Tracery,31,Ignore,8,4,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5123603343963623
Tracery,31,Oracle,8,6,16,2,2,10,1.0,1.0,0.5175780653953552
Tracery,32,PN,8,4,18,2,2,10,1.0,1.0,0.5010474324226379
Tracery,32,Ignore,8,4,16,2,2,10,1.0,1.0,0.5077041387557983
Tracery,32,Oracle,8,6,16,2,2,10,0.9500000000000001,0.8333333333333333,0.5177006721496582
Tracery,33,PN,8,4,18,2,2,10,1.0,1.0,0.4915637969970703
Tracery,33,Ignore,8,4,16,2,2,10,1.0,1.0,0.4945598244667053
Tracery,33,Oracle,8,6,16,2,2,10,0.9,0.75,0.4914659261703491
Tracery,34,PN,8,4,18,2,2,10,0.85,0.7,0.49582183361053467
Tracery,34,Ignore,8,4,16,2,2,10,0.8,0.6666666666666666,0.4955746829509735
Tracery,34,Oracle,8,6,16,2,2,10,0.75,0.6428571428571428,0.48517805337905884
Tracery,35,PN,8,4,18,2,2,10,0.9,0.5833333333333333,0.4904027581214905
Tracery,35,Ignore,8,4,16,2,2,10,0.9500000000000001,0.8333333333333333,0.49871325492858887
Tracery,35,Oracle,8,6,16,2,2,10,1.0,1.0,0.5152570605278015
Tracery,36,PN,8,4,18,2,2,10,1.0,1.0,0.5587139129638672
Tracery,36,Ignore,8,4,16,2,2,10,1.0,1.0,0.5581578016281128
Tracery,36,Oracle,8,6,16,2,2,10,1.0,1.0,0.5517386198043823
Tracery,37,PN,8,4,18,2,2,10,0.8,0.41666666666666663,0.5036696195602417
Tracery,37,Ignore,8,4,16,2,2,10,0.8,0.41666666666666663,0.5094642639160156
Tracery,37,Oracle,8,6,16,2,2,10,0.9,0.5833333333333333,0.518460750579834
Tracery,38,PN,8,4,18,2,2,10,0.55,0.35,0.4616371989250183
Tracery,38,Ignore,8,4,16,2,2,10,0.55,0.35,0.46908435225486755
Tracery,38,Oracle,8,6,16,2,2,10,0.6000000000000001,0.3611111111111111,0.49545684456825256
